"product","system","country","body","indication_key","indication_text","regulatory_approval_date","submission_or_start_date","decision_date","outcome","arrangement_type","arrangement_detail","added_benefit_or_rating","price_at_decision","price_currency","price_basis","stated_reasons_verbatim","document_title","document_id","source_url","fetched_date","status","notes"
"Kymriah","France","France","HAS-CT","LBCL_3L","Le service médical rendu par KYMRIAH (tisagenlecleucel) reste important dans l’indication de l’AMM.","2018-08-23","","2021-03-24","recommended","unknown","","SMR Important; ASMR IV","","","","La Commission considère que ses précédentes conclusions ne sont pas susceptibles d’être modifiées. En l’état actuel des données, KYMRIAH (tisagenlecleucel) apporte toujours une amélioration du service médical rendu mineure (ASMR IV) en termes d’efficacité par rapport à la prise en charge historique du lymphome diffus à grandes cellules B réfractaire ou en rechute, après au moins deux lignes de traitement systémique, fondée sur diverses chimiothérapies.","Avis de la Commission de la Transparence du 24/03/2021 - KYMRIAH - Réévaluation SMR et ASMR","CT-19042","https://www.has-sante.fr/jcms/p_3262259","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation SMR et ASMR. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Kymriah","France","France","HAS-CT","ALL_ped","Le service médical rendu par KYMRIAH (tisagenlecleucel) est important dans le traitement des enfants et jeunes adultes jusqu’à 25 ans atteints de leucémie aigüe lymphoblastique à cellules B réfractaire, en rechute après greffe ou après la deuxième rechute ou plus.","2018-08-23","","2021-03-24","recommended","unknown","","SMR Important; ASMR III","","","","Compte tenu : • des données d’efficacité actualisées des études cliniques ELIANA et ENSIGN qui confirment les résultats précédemment analysés, notamment en termes de pourcentage de rémissions complètes (60 à 67% de la population ITT maintenues chez au moins un tiers des patients après un suivi médian de plus de 3 ans) et de survie globale (chez les patients traités médiane de 29,9 mois dans ENSIGN et toujours non atteinte dans ELIANA), dans des situations cliniques engageant le pronostic vital à court terme pour lesquelles les options thérapeutiques disponibles sont limitées et ne permettent pas d’envisager une guérison, • de l’actualisation des résultats des comparaisons indirectes qui, malgré leurs limites, suggèrent un bénéfice de KYMRIAH (tisagenlecleucel) par rapport aux traitements standards, • du profil de tolérance marqué par une toxicité significative à court terme, • mais des incertitudes initiales identifiées qui perdurent malgré la demande de la CT, en particulier : o la quantité d’effet exacte par rapport à la prise en charge historique, faute de comparaison robuste, o de l’efficacité en vie réelle au regard de l’immaturité des données du registre DESCAR-T (18 patients traités, 6 centres activés, nombreuses données manquantes et non monitorées), ne permettant pas de confirmer à ce stade les résultats des études cliniques, o le maintien de l’efficacité clinique à moyen et long terme, notamment sur l’obtention de guérisons pour les patients en rémission durable, o et l’absence de données de tolérance à moyen et long terme la Commission considère que ses précédentes conclusions ne sont pas susceptibles d’être modifiées. En l’état actuel des données, KYMRIAH (tisagenlecleucel) apporte toujours une amélioration du service médical rendu modérée (ASMR III) dans la stratégie thérapeutique de prise en charge de enfants et jeunes adultes atteints de LAL B réfractaire, en rechute après greffe ou après la deuxième rechute ou plus.","Avis de la Commission de la Transparence du 24/03/2021 - KYMRIAH - Réévaluation SMR et ASMR","CT-19040","https://www.has-sante.fr/jcms/p_3262256","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation SMR et ASMR. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Lenmeldy / Libmeldy","France","France","HAS-CT","MLD_early","Le service médical rendu par LIBMELDY (Population autologue enrichie en cellules CD34+ qui contient des cellules souches progénitrices hématopoïétiques transduites ex vivo avec un vecteur lentiviral codant le gène de l’arylsulfatase A humaine) est important uniquement chez les enfants asymptomatiques sans manifestation clinique de la maladie, que ce soit en termes d’atteinte motrice, cognitive et/ou comportementale, atteints de la forme infantile tardive (se manifestant avant 30 mois) ou juvénile précoce (se manifestant entre 30 mois et 6 ans inclus) de leucodystrophie métachromatique.","2020-12-17","","2021-04-21","recommended-restricted","unknown","","SMR Important; ASMR III","","","","LIBMELDY apporte une amélioration du service médical rendu modérée (ASMR III) dans la prise en charge des enfants asymptomatiques sans manifestation clinique de la maladie, que ce soit en termes d’atteinte motrice, cognitive et/ou comportementale, atteints de forme infantile tardive (se manifestant avant 30 mois) ou juvénile précoce (se manifestant entre 30 mois et 6 ans inclus) de leucodystrophie métachromatique.","Avis de la Commission de la Transparence du 21/04/2021 - LENMELDY / LIBMELDY - Inscription (CT)","CT-18847","https://www.has-sante.fr/jcms/p_3263243","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Lenmeldy / Libmeldy","France","France","HAS-CT","MLD_early","Le service médical rendu par LIBMELDY (Population autologue enrichie en cellules CD34+ qui contient des cellules souches progénitrices hématopoïétiques transduites ex vivo avec un vecteur lentiviral codant le gène de l’arylsulfatase A humaine) est insuffisant pour justifier d’une prise en charge par la solidarité nationale chez les autres enfants du périmètre de l’AMM correspondant aux enfants symptomatiques, présentant des manifestations cliniques précoces de la maladie, qui ont conservé la capacité de marcher indépendamment et avant l’apparition du déclin cognitif, atteints de la forme juvénile précoce (se manifestant entre 30 mois et 6 ans inclus) de leucodystrophie métachromatique.","2020-12-17","","2021-04-21","not-recommended","none","","SMR insuffisant; ASMR sans objet","","","","Le service médical rendu par LIBMELDY (Population autologue enrichie en cellules CD34+ qui contient des cellules souches progénitrices hématopoïétiques transduites ex vivo avec un vecteur lentiviral codant le gène de l’arylsulfatase A humaine) est insuffisant pour justifier d’une prise en charge par la solidarité nationale chez les autres enfants du périmètre de l’AMM correspondant aux enfants symptomatiques, présentant des manifestations cliniques précoces de la maladie, qui ont conservé la capacité de marcher indépendamment et avant l’apparition du déclin cognitif, atteints de la forme juvénile précoce (se manifestant entre 30 mois et 6 ans inclus) de leucodystrophie métachromatique.","Avis de la Commission de la Transparence du 21/04/2021 - LENMELDY / LIBMELDY - Inscription (CT)","CT-18847","https://www.has-sante.fr/jcms/p_3263243","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible) (row for the SMR insuffisant sub-population of the same avis)"
"Tecartus","France","France","HAS-CT","MCL_3L","Le service médical rendu par TECARTUS (cellules autologues CD3+ transduites anti-CD19) est important dans l’indication de l’AMM.","2020-12-14","","2021-04-21","recommended","unknown","","SMR Important; ASMR III","","","","Compte tenu : • des données d’efficacité pertinentes à court terme issues d’une étude de phase II non comparative (ZUMA-2) en termes de réponse complète (environ 60 % de la population ITT) et de survie globale (69 % des patients en vie avec un suivi médian théorique de 16,8 mois), dans des situations cliniques engageant le pronostic vital pour lesquelles les options thérapeutiques sont limitées et ne permettent pas d’envisager de rémission prolongée telles qu’observées, et malgré la pertinence clinique discutable du critère de jugement principal (taux de réponse globale) et l’immaturité des données, • des incertitudes sur la quantité d’effet faute de comparaison directe à la prise en charge habituelle et des limites des comparaisons indirectes effectués, • des incertitudes sur le maintien de l’efficacité clinique à plus long terme et notamment sur l’obtention de guérisons chez les patients en rémission durable, • de la toxicité significative à court terme et de l’absence de donnée de tolérance à long terme, la Commission considère qu’en l’état actuel des données, TECARTUS (cellules autologues CD3+ transduites anti-CD19) apporte une amélioration du service médical rendu modérée (ASMR III) en termes d’efficacité par rapport à la prise en charge actuelle du lymphome à cellule du manteau (LCM) réfractaire ou en rechute après au moins deux lignes de traitement systémique dont un traitement par un inhibiteur de tyrosine kinase de Bruton.","Avis de la Commission de la Transparence du 21/04/2021 - TECARTUS - Inscription (CT)","CT-19043","https://www.has-sante.fr/jcms/p_3265892","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Zolgensma","France","France","HAS-CT","SMA_5q","Le service médical rendu par ZOLGENSMA (onasemnogene abeparvovec) reste IMPORTANT dans le traitement des patients atteints d’amyotrophie spinale 5q (mutation bi allélique du gène SMN1) avec un diagnostic clinique de SMA de type 1 et 2 ou des patients pré-symptomatiques, ayant jusqu’à 3 copies du gène SMN2.","2020-05-18","","2021-09-08","recommended","unknown","","SMR Important; ASMR V","","","","ZOLGENSMA (onasemnogene abeparvovec) n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique, excluant SPINRAZA (nusinersen), chez : • les patients symptomatiques avec un diagnostic de SMA de type 2, • les patients pré-symptomatiques avec un diagnostic génétique de SMA et 3 copies du gène SMN2.","Avis de la Commission de la Transparence du 08/09/2021 - ZOLGENSMA - Réévaluation SMR et ASMR","CT-19301","https://www.has-sante.fr/jcms/p_3291799","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation SMR et ASMR. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Zolgensma","France","France","HAS-CT","SMA_5q","Le service médical rendu par ZOLGENSMA (onasemnogene abeparvovec) reste IMPORTANT dans le traitement des patients atteints d’amyotrophie spinale 5q (mutation bi allélique du gène SMN1) avec un diagnostic clinique de SMA de type 1 et 2 ou des patients pré-symptomatiques, ayant jusqu’à 3 copies du gène SMN2.","2020-05-18","","2021-09-08","recommended","unknown","","SMR Important; ASMR III","","","","ZOLGENSMA (onasemnogene abeparvovec) conserve une amélioration du service médical rendu modérée (ASMR III) dans la stratégie thérapeutique, au même titre que SPINRAZA (nusinersen), chez : • les patients symptomatiques avec un diagnostic de SMA de type 1, • les patients pré-symptomatiques avec un diagnostic génétique de SMA et 1 à 2 copies du gène SMN2.","Avis de la Commission de la Transparence du 08/09/2021 - ZOLGENSMA - Réévaluation SMR et ASMR","CT-19301","https://www.has-sante.fr/jcms/p_3291799","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation SMR et ASMR. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Abecma","France","France","HAS-CT","MM_4L","Le service médical rendu par ABECMA (idecabtagene vicleucel) est important dans l’indication de l’AMM.","2021-08-18","","2021-12-15","recommended","unknown","","SMR Important; ASMR V","","","","Compte tenu : des données d’efficacité issues d’une étude de phase 2 non comparative, avec un taux de réponse globale de 67% [IC95% : 59-75] et un taux de réponse complète de 29% [IC95% : 21-36] en population ITT, dans une situation clinique engageant le pronostic vital, des incertitudes concernant la pertinence clinique du critère de jugement principal retenu (taux de réponse globale) et sa transposabilité sur la durée de survie globale ou l’amélioration de la qualité de vie, des incertitudes sur la quantité d’effet propre de ce traitement, considérant les faiblesses méthodologiques des comparaisons indirectes, dans un contexte où une comparaison formalisée a priori, avec une méthodologie robuste, à une cohorte historique de patients aurait été envisageable, du profil de tolérance marqué par une toxicité significative à court et moyen terme, des incertitudes sur l’efficacité clinique et la tolérance à plus long terme, de l’existence d’alternatives à partir de la 4ème ligne bien que considérées comme des développements concomitants, et malgré l’intérêt de disposer d’un médicament ayant été évalué après échec d’un traitement antérieur incluant un agent immunomodulateur, un inhibiteur du protéasome et un anticorps anti CD38, la Commission de la Transparence considère qu’en l’état actuel des données, et dans l’attente notamment des résultats de l’étude de phase III randomisée KarMMa-3, ABECMA (idecabtagene vicleucel) n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la prise en charge chez les patients adultes atteints d’un myélome multiple en rechute et réfractaire ayant reçu au moins trois traitements antérieurs, incluant un agent immunomodulateur, un inhibiteur de protéasome et un anticorps anti CD38, et dont la maladie a progressé pendant le dernier traitement.","Avis de la Commission de la Transparence du 15/12/2021 - ABECMA - Inscription (CT)","CT-19358","https://web.archive.org/web/20230626064416/http://www.has-sante.fr/upload/docs/evamed/CT-19358_ABECMA_PIC_INS_AvisDef_CT19358.pdf","2026-09-05","verified-from-source","avis type: initial inscription; motif BDPM: Inscription (CT). Full avis PDF read via Wayback Machine. population cible: not stated as range-740 (au maximum de 740 patients par an)"
"Carvykti","France","France","HAS-CT","MM_4L","Le service médical rendu par CARVYKTI (ciltacabtagene autoleucel) est important dans l’indication de l’AMM.","2022-05-25","","2022-11-23","recommended","unknown","","SMR Important; ASMR V dans l'attente de données","","","","Compte tenu : • des données d’efficacité issues d’une étude de phase 1/2 non comparative, avec un taux de réponse globale de 83% [IC95% : 75-90] sur la population en ITT, dans une situation engageant le pronostic vital, • des incertitudes concernant la pertinence clinique du critère de jugement principal retenu (taux de réponse globale) et de sa transposabilité sur la durée de survie globale ou l’amélioration de la qualité de vie, • des incertitudes sur la quantité d’effet propre de ce traitement, considérant les faiblesses mé-thodologiques des comparaisons indirectes, • du profil de tolérance marqué par une toxicité significative à court et moyen terme, • des incertitudes sur l’efficacité clinique et la tolérance à plus long terme, • et malgré l’intérêt de disposer d’un médicament ayant été évalué après échec d’un traitement antérieur incluant un agent immunomodulateur, un inhibiteur du protéasome et un anticorps an-ti-CD38, la Commission de la Transparence considère qu’en l’état actuel des données, et dans l’attente notamment des résultats de l’étude de phase III randomisée CARTITUDE-4, CARVYKTI (cilta-cabtagene autoleucel), comme ABECMA (idecabtagene vicleucel), n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la prise en charge des patients adultes atteints d’un myélome multiple en rechute et réfractaire, ayant reçu au moins trois traitements antérieurs, incluant un agent immunomodulateur, un inhibiteur du protéasome et un anticorps anti-CD38 et dont la maladie a progressé pendant le dernier traitement.","Avis de la Commission de la Transparence du 23/11/2022 - CARVYKTI - Inscription (CT)","CT-19858","https://www.has-sante.fr/jcms/p_3392179","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Kebilidi / Upstaza","France","France","HAS-CT","AADC","Le service médical rendu par UPSTAZA (éladocagène exuparvovec) est important dans l’indication de l’AMM.","2022-07-18","","2022-12-07","recommended","unknown","","SMR Important; ASMR III","","","","UPSTAZA (éladocagène exuparvovec) apporte une amélioration du service médical rendu modérée (ASMR III) dans la stratégie thérapeutique actuelle qui comprend des traitements symptomatiques et des soins de support.","Avis de la Commission de la Transparence du 07/12/2022 - KEBILIDI / UPSTAZA - Inscription (CT)","CT-19946","https://www.has-sante.fr/jcms/p_3402378","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Kymriah","France","France","HAS-CT","FL_3L","Le service médical rendu par KYMRIAH (tisagenlecleucel) est important dans le traitement des patients adultes présentant un lymphome folliculaire après au moins deux lignes de traitement qui présentent une maladie réfractaire, ou en rechute pendant ou dans les 6 mois qui suivent la fin de leur traitement d’entretien, ou en rechute après une autogreffe de cellules souches hématopoïétiques.","2018-08-23","","2022-12-07","recommended-restricted","unknown","","SMR Important; ASMR V dans l'attente de données","","","","Compte tenu : • des données d’efficacité issues d’une étude de phase 2 non comparative, avec un pourcen-tage de réponse complète de 68,1 % (IC95% : [58,8 . 78,3]) avec une durée médiane de suivi de 28,9 mois, dans une situation engageant le pronostic vital, • de l’incertitude sur l’efficacité relative de ce traitement considérant l’absence de comparai-son directe et de la faiblesse méthodologique de la comparaison indirecte fournie, dans un contexte où une comparaison directe à une alternative thérapeutique disponible avec une méthodologie robuste était possible, • du profil de tolérance marqué par une toxicité significative à court et moyen terme, • des incertitudes sur l’efficacité clinique et la tolérance à plus long terme, la Commission de la Transparence considère qu’en l’état actuel des données, et dans l’attente notamment des résultats de l’étude de phase III randomisée, KYMRIAH (tisagenle-cleucel) n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la prise en charge des patients adultes présentant un lymphome folliculaire après au moins deux lignes de traitement qui présentent une maladie réfractaire, ou en rechute pendant ou dans les 6 mois qui suivent la fin de leur traitement d’entretien, ou en rechute après une auto-greffe de cellules souches hématopoïétiques.","Avis de la Commission de la Transparence du 07/12/2022 - KYMRIAH - Extension d'indication","CT-19871","https://www.has-sante.fr/jcms/p_3396024","2026-09-05","provisional-from-snippet","avis type: extension of indication; motif BDPM: Extension d'indication. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Kymriah","France","France","HAS-CT","FL_3L","Le service médical rendu par KYMRIAH (tisagenlecleucel) est insuffisant pour justifier une prise en charge par la solidarité nationale dans les autres situations de l’AMM.","2018-08-23","","2022-12-07","not-recommended","none","","SMR insuffisant; ASMR sans objet","","","","Le service médical rendu par KYMRIAH (tisagenlecleucel) est insuffisant pour justifier une prise en charge par la solidarité nationale dans les autres situations de l’AMM.","Avis de la Commission de la Transparence du 07/12/2022 - KYMRIAH - Extension d'indication","CT-19871","https://www.has-sante.fr/jcms/p_3396024","2026-09-05","provisional-from-snippet","avis type: extension of indication; motif BDPM: Extension d'indication. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible) (row for the SMR insuffisant sub-population of the same avis)"
"Yescarta","France","France","HAS-CT","FL_4L","Le service médical rendu par YESCARTA (axicabtagene ciloleucel) est important dans l’indication de l’AMM.","2018-08-23","","2023-01-18","recommended","unknown","","SMR Important; ASMR V dans l'attente de données","","","","Compte tenu : • des données d’efficacité issues d’une étude de phase 2 non comparative, avec un pourcentage de réponse objective de 94 % [IC95% : 84 % - 99 %] chez les patients ayant reçu = 3 lignes de traitement (critère de jugement secondaire), dans une situation engageant le pronostic vital, • de l’incertitude sur l’efficacité relative de ce traitement considérant l’absence de comparaison directe et de la faiblesse méthodologique de la comparaison indirecte fournie, dans un contexte où une comparaison directe à une alternative thérapeutique disponible avec une méthodologie robuste était possible, • du profil de tolérance marqué par une toxicité significative à court et moyen terme, • des incertitudes sur l’efficacité clinique et la tolérance à plus long terme, la Commission de la Transparence considère qu’en l’état actuel des données, et dans l’attente notamment des résultats de l’étude de phase III randomisée (ZUMA-22), YESCARTA (axi-cabtagene ciloleucel) n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la prise en charge des patients adultes atteints de lymphome folliculaire (LF) réfractaire ou en rechute après au moins trois lignes de traitement systémique.","Avis de la Commission de la Transparence du 18/01/2023 - YESCARTA - Extension d'indication","CT-19896","https://www.has-sante.fr/jcms/p_3407522","2026-09-05","provisional-from-snippet","avis type: extension of indication; motif BDPM: Extension d'indication. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Yescarta","France","France","HAS-CT","LBCL_2L","Le service médical rendu par YESCARTA (axicabtagene ciloleucel) est important dans l’indication de l’AMM.","2018-08-23","","2023-02-15","recommended","unknown","","SMR Important; ASMR III","","","","La Commission considère que YESCARTA (axicabtagene ciloleucel) apporte une amélioration du service médical rendu modérée (ASMR III) dans la prise en charge des patients adultes atteints de lymphome diffus à grandes cellules B (LDGCB) et de lymphome de haut grade à cellules B (LHGCB) ayant rechuté dans les 12 mois après la fin de la première ligne de chimio-immunothérapie, ou qui y sont réfractaires.","Avis de la Commission de la Transparence du 15/02/2023 - YESCARTA - Extension d'indication","CT-20056","https://www.has-sante.fr/jcms/p_3419176","2026-09-05","provisional-from-snippet","avis type: extension of indication; motif BDPM: Extension d'indication. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Tecartus","France","France","HAS-CT","ALL_adult_3L","Le service médical rendu par TECARTUS (brexucabtagene autoleucel) est important uniquement dans le traitement des patients adultes de 26 ans et plus, atteints de leucémie aiguë lymphoblastique (LAL) à cellules précurseurs B réfractaire ou en rechute après au moins deux lignes de traitement antérieures.","2020-12-14","","2023-02-15","recommended-restricted","unknown","","SMR Important; ASMR V","","","","Chez les patients adultes de 26 ans et plus, atteints d’une LAL-B réfractaire ou en re-chute après au moins deux lignes de traitement antérieures Compte tenu : • des données d’efficacité issues d’une étude de phase I/II non comparative, avec un taux de rémission globale de 54,9% IC95% [43 . 67]), dont 43,7% rémissions complètes dans la population ITT, dans une situation engageant le pronostic vital, • des incertitudes sur la quantité d’effet propre de ce traitement, considérant les faiblesses méthodologiques des comparaisons indirectes. Par ailleurs, un nombre non négligeable (n=10) de patients ont été greffés après le traitement par CAR T dans les données de suivi, • du profil de tolérance marqué par une toxicité significative à court et moyen terme, • des incertitudes sur l’efficacité clinique et la tolérance à plus long terme, • et malgré l’intérêt de disposer d’un médicament ayant été évalué chez des patients en rechute ou réfractaires après au moins deux lignes de traitement, la Commission considère qu’en l’état actuel du dossier, TECARTUS (brexucabtagene autoleucel) n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique actuelle.","Avis de la Commission de la Transparence du 15/02/2023 - TECARTUS - Extension d'indication","CT-20035","https://www.has-sante.fr/jcms/p_3419164","2026-09-05","provisional-from-snippet","avis type: extension of indication; motif BDPM: Extension d'indication. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Tecartus","France","France","HAS-CT","ALL_adult_3L","Le service médical rendu par TECARTUS (brexucabtagene autoleucel) est insuffisant dans les autres situations de l’AMM pour justifier d’une prise en charge par la solidarité nationale.","2020-12-14","","2023-02-15","not-recommended","none","","SMR insuffisant; ASMR sans objet","","","","Le service médical rendu par TECARTUS (brexucabtagene autoleucel) est insuffisant dans les autres situations de l’AMM pour justifier d’une prise en charge par la solidarité nationale.","Avis de la Commission de la Transparence du 15/02/2023 - TECARTUS - Extension d'indication","CT-20035","https://www.has-sante.fr/jcms/p_3419164","2026-09-05","provisional-from-snippet","avis type: extension of indication; motif BDPM: Extension d'indication. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible) (row for the SMR insuffisant sub-population of the same avis)"
"Zolgensma","France","France","HAS-CT","SMA_5q","Le service médical rendu par ZOLGENSMA (onasemnogene abeparvovec), solution pour perfusion, est important uniquement dans le traitement des patients atteints d’amyotrophie spinale 5q (mutation bi allélique du gène SMN1) : • chez les patients présymptomatiques et ayant jusqu’à 3 copies du gène SMN2, • avec un diagnostic clinique de SMA de type 1 • avec un diagnostic clinique de SMA de type 2.","2020-05-18","","2023-05-10","recommended-restricted","unknown","","SMR Important; ASMR V","","","","Patients ayant une SMA de type 2 ZOLGENSMA (onasemnogene abeparvovec) n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique, excluant SPINRAZA (nusinersen) et EVRYSDI (risdiplam).","Avis de la Commission de la Transparence du 10/05/2023 - ZOLGENSMA - Réévaluation SMR et ASMR","CT-20080","https://www.has-sante.fr/jcms/p_3442932","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation SMR et ASMR. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
