"product","system","country","body","indication_key","indication_text","regulatory_approval_date","submission_or_start_date","decision_date","outcome","arrangement_type","arrangement_detail","added_benefit_or_rating","price_at_decision","price_currency","price_basis","stated_reasons_verbatim","document_title","document_id","source_url","fetched_date","status","notes"
"Abecma","Italy","Italy","AIFA","MM_4L","«Abecma» e' indicato per il trattamento di pazienti adulti con mieloma multiplo recidivante e refrattario che hanno ricevuto almeno tre precedenti terapie, inclusi un agente immunomodulatore, un inibitore del proteasoma e un anticorpo anti-CD38, e che hanno dimostrato progressione della malattia durante l'ultima terapia.","2021-08-18","2023-02-09","2023-08-19","not-recommended","none","Classe di rimborsabilita': C (non rimborsato) al termine della prima negoziazione","","","","","","Riclassificazione del medicinale per uso umano «Abecma», ai sensi dell'art. 8, comma 10, della legge 24 dicembre 1993, n. 537. (Determina n. 560/2023) - GU Serie Generale n.193 del 19-08-2023","23A04554","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2023-08-19&atto.codiceRedazionale=23A04554","2026-09-05","verified-from-source","Cnn: Determina n. 12/2023 del 24 gennaio 2023, GU n.33 del 09-02-2023 (23A00595). Domanda 8 luglio 2021; CTS 9-11 marzo 2022; CPR 14-16 febbraio 2023; CdA 29 marzo 2023 asked CPR for further investigation of the agreement signed 17 marzo 2023; CPR 19-21 e 27 giugno 2023; outcome classe C. Superseded by Determina 35/2024 (next row)."
"Abecma","Italy","Italy","AIFA","MM_4L","«Abecma» e' indicato per il trattamento di pazienti adulti con mieloma multiplo recidivante e refrattario che hanno ricevuto almeno tre precedenti terapie, inclusi un agente immunomodulatore, un inibitore del proteasoma e un anticorpo anti-CD38, e che hanno dimostrato progressione della malattia durante l'ultima terapia.","2021-08-18","2023-02-09","2024-02-08","recommended-restricted","confidential-discount","classe H; sconto obbligatorio sul prezzo ex-factory; 'Il pagamento del prezzo di cessione al SSN dovra' avvenire al momento dell'infusione. La cessione dei lotti fuori specifica (OOS) avviene a titolo gratuito'; registro AIFA","innovatività condizionata","350000","EUR","ex-factory GU (prezzo al pubblico IVA inclusa EUR 577.644,41)","Scheda innovatività (CTS novembre 2023): 'Si ritiene che ad Abecma possa essere riconosciuta l'innovatività condizionata in questa indicazione in considerazione del 1) bisogno terapeutico moderato 2) valore terapeutico aggiunto moderato 3) qualità delle evidenze bassa.'","Riclassificazione del medicinale per uso umano «Abecma», ai sensi dell'articolo 8, comma 10, della legge 24 dicembre 1993, n. 537. (Determina n. 35/2024) - GU Serie Generale n.32 del 08-02-2024","24A00637","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2024-02-08&atto.codiceRedazionale=24A00637","2026-09-05","verified-from-source","Second application 5 ottobre 2023; CTS 8-10 novembre 2023; CPR 24, 27, 28 e 29 novembre 2023; CdA 20 dicembre 2023. Innovatività condizionata 09/02/2024-08/02/2027 (elenco AIFA). Validità 24 mesi. Rettifica GU n.74 del 28-03-2024 (24A01592)."
"Abecma","Italy","Italy","AIFA","MM_3L","Abecma è indicato per il trattamento di pazienti adulti con mieloma multiplo recidivante e refrattario che hanno ricevuto almeno due precedenti terapie, inclusi un agente immunomodulatore, un inibitore del proteasoma e un anticorpo anti-CD38, e che hanno dimostrato progressione della malattia durante l'ultima terapia","2024-03-19","","2026-05-20","recommended-restricted","confidential-discount","classe H; sconto obbligatorio; pagamento al momento dell'infusione; OoS gratuiti; registro AIFA aggiornato; accordo novativo della Determina 35/2024","innovatività piena","350000","EUR","ex-factory TrovaNormeFarmaco (prezzo al pubblico IVA inclusa EUR 577.644,41)","Scheda innovatività ABECMA_19567: 'Si ritiene che ad Abecma possa essere riconosciuta l'innovatività in questa indicazione in considerazione del bisogno terapeutico moderato, vantaggio terapeutico aggiunto moderato, qualità delle evidenze bassa. (malattia rara)'","DET PRES/UPR 648/2026 Regime di rimborsabilita e prezzo a seguito di nuove indicazioni terapeutiche di medicinali - ABECMA (Avviso GU Serie Generale n.115 del 20-05-2026, 26A02520)","AIFA_PRES-648-2026; 26A02520","https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/e053daa1-6624-4e63-a772-36d4cc86a888 | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2026-05-20&atto.codiceRedazionale=26A02520","2026-09-05","verified-from-source","Extension of indication (EU 3L approval = switch to standard MA 2024-03-19 per cohort brief). Full text read from TrovaNormeFarmaco PDF (TNF publication 2026-05-18; efficacia 2026-05-21); GU carries only the avviso. Domanda 18/02/2025; CSE 16-20/03/2026; CdA 22/04/2026. Innovatività 'fino all'08/02/2027' (residual of MM_4L). Validità 24 mesi."
"Breyanzi","Italy","Italy","AIFA","LBCL_3L","«Breyanzi» e' indicato per il trattamento di pazienti adulti con linfoma diffuso a grandi cellule B (DLBCL), linfoma primitivo del mediastino a grandi cellule B (PMBCL) e linfoma follicolare di grado 3B (FL3B) recidivati o refrattari, dopo due o piu' linee di terapia sistemica.","2022-04-04","2023-12-15","2024-02-08","recommended-restricted","confidential-discount","classe H; sconto obbligatorio sul prezzo ex-factory; pagamento al momento dell'infusione; OOS gratuiti; registro AIFA","innovatività piena (innovatività di classe)","345000","EUR","ex-factory GU (prezzo al pubblico IVA inclusa EUR 569.388)","Scheda innovatività (CTS ottobre 2022): 'Si può attribuire una innovatività di classe a lisocabtagene maraleucel per l'indicazione ... in considerazione del 1) bisogno terapeutico moderato 2) valore terapeutico aggiunto importante 3) qualità delle evidenze bassa. Il farmaco presenta le caratteristiche che hanno consentito di riconoscere l'innovativita' al primo farmaco della classe in questa indicazione (axicabtagene ciloleucel). ... tale riconoscimento risulta valido fino alla scadenza dell'innovatività del primo farmaco della classe.'","Riclassificazione del medicinale per uso umano «Breyanzi», ai sensi dell'articolo 8, comma 10, della legge 24 dicembre 1993, n. 537. (Determina n. 36/2024) - GU Serie Generale n.32 del 08-02-2024","24A00638","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2024-02-08&atto.codiceRedazionale=24A00638","2026-09-05","verified-from-source","Cnn: Determina n. 133/2023 del 4 dicembre 2023, GU n.292 del 15-12-2023 (23A06790). Domanda 1 giugno 2022; CTS 30 settembre e 3-5 ottobre 2022; CPR 24 e 27-29 novembre 2023; CdA 20 dicembre 2023. Elenco AIFA: innovatività efficace 09/02/2024 (DLBCL/PMBCL only, class innovativeness). Validità 24 mesi."
"Breyanzi","Italy","Italy","AIFA","LBCL_2L","Breyanzi è indicato per il trattamento di pazienti adulti con linfoma diffuso a grandi cellule B (DLBCL), linfoma a cellule B ad alto grado (HGBCL), linfoma primitivo del mediastino a grandi cellule B (PMBCL) e linfoma follicolare di grado 3B (FL3B), che sono refrattari alla chemio-immunoterapia di prima linea o recidivati entro 12 mesi dal completamento della chemio-immunoterapia di prima linea","2023-04-21","","2025-12-15","recommended-restricted","confidential-discount","classe H; 'Sconto obbligatorio complessivo per tutte le indicazioni rimborsate sul prezzo ex-factory, su tutta la molecola'; OOS gratuiti e pagamento al momento dell'infusione; registro AIFA; società rinuncia alla sospensione delle riduzioni di legge","innovatività piena (innovatività di classe)","345000","EUR","ex-factory TrovaNormeFarmaco (prezzo al pubblico IVA inclusa EUR 569.388,00)","Scheda innovatività (CSE dicembre 2024): 'Si può attribuire una innovatività di classe a lisocabtagene maraleucel per l'indicazione in domanda in considerazione del 1) bisogno terapeutico moderato 2) valore terapeutico aggiunto importante 3) qualità delle evidenze moderata. ... tale riconoscimento risulta valido fino alla scadenza dell'innovatività del primo farmaco della classe.'","DET PRES/HTA 1681/2025 Regime di rimborsabilita e prezzo a seguito di nuove indicazioni terapeutiche di medicinali - BREYANZI (Avviso GU Serie Generale n.290 del 15-12-2025, 25A06661)","AIFA_PRES-1681-2025; 25A06661","https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/9a2189a6-8eaf-4c35-9e2f-86ecbae750c8 | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-12-15&atto.codiceRedazionale=25A06661","2026-09-05","verified-from-source","Extension of indication (EU 2L approval 2023-04-21 per EMA record). TNF publication 2025-12-10; efficacia 2025-12-16. Domanda 02/08/2024; CSE 15-19/09/2025; CdA 28/10/2025. Innovatività 16/12/2025-11/11/2026 (elenco AIFA). Validità 24 mesi; accordo novativo della Determina 36/2024."
"Carvykti","Italy","Italy","AIFA","MM_4L","Carvykti è indicato per il trattamento di pazienti adulti con mieloma multiplo recidivato e refrattario che hanno ricevuto almeno tre precedenti terapie, inclusi un agente immunomodulante, un inibitore del proteasoma e un anticorpo anti-CD38, e che hanno dimostrato progressione della malattia durante l'ultima terapia (indicazione originaria; wording from EU SmPC, the Determina does not restate it)","2022-05-25","2024-11-11","2025-03-24","terminated-or-withdrawn","none","Classe di rimborsabilita': C 'su specifica richiesta della societa' Janssen-Cilag International N.V.' (art. 5 DM 2 agosto 2019)","","","","","","Riclassificazione del medicinale per uso umano «Carvykti», ai sensi dell'articolo 8, comma 10, della legge 24 dicembre 1993, n. 537. (Determina n. 265/2025) - GU Serie Generale n.69 del 24-03-2025","25A01768","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-03-24&atto.codiceRedazionale=25A01768","2026-09-05","verified-from-source","Cnn: Determina n. 650/2024 del 31 ottobre 2024, GU n.264 del 11-11-2024 (24A05909). Domanda di riclassificazione da Cnn a H 27 giugno 2022; CTS 30 settembre e 3-5 ottobre 2022 e 8-10 novembre 2023; 18 dicembre 2023 company asked for classe C; CPR 18-20 dicembre 2023 e 12-15 gennaio 2024; 29 gennaio 2024 AIFA invited company to continue; 7 febbraio 2024 company confirmed it would not continue the negotiation; CSE 22-24 aprile 2024. Negotiation for the 4L indication abandoned by the company."
"Carvykti","Italy","Italy","AIFA","MM_2L","CARVYKTI è indicato per il trattamento di pazienti adulti con mieloma multiplo recidivato e refrattario che hanno ricevuto almeno una precedente terapia, inclusi un agente immunomodulante e un inibitore del proteasoma, nei quali si è verificata progressione della malattia durante l'ultima terapia e sono refrattari a lenalidomide","2024-04-19","2024-11-11","2026-04-03","recommended-restricted","confidential-discount","classe H; sconto obbligatorio sul prezzo ex-factory; 'pagamento ... al momento dell'infusione, con pagamento delle sole unità infuse'; OOS gratuiti; registro AIFA","innovatività piena","420000","EUR","ex-factory TrovaNormeFarmaco (prezzo al pubblico IVA inclusa EUR 693.168,00)","Scheda innovatività v2.0: 'Si ritiene che a Carvykti possa essere riconosciuta l'innovatività in questa indicazione in considerazione del 1) bisogno terapeutico moderato 2) valore terapeutico aggiunto importante 3) qualità delle evidenze moderata.'","DET PRES/UPR 392/2026 Classificazione di specialita medicinali ai sensi dell'art. 8, comma 10, della legge 24 dicembre 1993, n. 537 - CARVYKTI (Avviso GU Serie Generale n.78 del 03-04-2026, 26A01675)","AIFA_PRES-392-2026; 26A01675","https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/a843b75f-3de6-4520-9580-d4e45c9493ea | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2026-04-03&atto.codiceRedazionale=26A01675","2026-09-05","verified-from-source","EU 2L indication approved 2024-04-19 (switch to standard MA per cohort brief). TNF publication 2026-03-31; efficacia 2026-04-04. Domanda 12/11/2024; CSE 09-13/02/2026; CdA 25/02/2026. Innovatività 04/04/2026-03/04/2029 (elenco AIFA). Validità 24 mesi."
"Casgevy","Italy","Italy","AIFA","TDT_12plus","Casgevy è indicato per il trattamento della ß-talassemia trasfusione-dipendente (transfusion-dependent ß-thalassemia, TDT) in pazienti di età pari o superiore a 12 anni per i quali è appropriato il trapianto di cellule staminali ematopoietiche (HSC) e non è disponibile un donatore consanguineo di HSC con antigene leucocitario umano (HLA) compatibile.","2024-02-09","2024-07-24","2025-10-07","recommended-managed-access","managed-access-agreement","classe H; 'Farmaco soggetto a rimborsabilità condizionata come da accordo negoziale'; 'Clausola di salvaguardia, come da accordo negoziale'; sconto obbligatorio sul prezzo ex-factory; prodotti fuori specifica esclusi dal pagamento; registro AIFA","innovatività piena","1900000","EUR","ex-factory TrovaNormeFarmaco (prezzo al pubblico IVA inclusa EUR 3.135.783,95)","Scheda innovatività (CSE febbraio 2025): TDT: 'alla luce del fabbisogno terapeutico moderato, del valore terapeutico aggiunto importante e della qualità delle prove bassa dello studio registrativo, al medicinale viene riconosciuta l'innovatività.' Scheda notes for SCD: 'Il numero dei pazienti coinvolti e la breve durata di osservazione sono troppo limitati per determinare gli effetti a lungo termine su endpoint hard nella popolazione target'.","DET PRES/HTA 1249/2025 Classificazione di specialita medicinali ai sensi dell'art. 8, comma 10, della legge 24 dicembre 1993, n. 537 - CASGEVY (Avviso GU Serie Generale n.233 del 07-10-2025, 25A05449)","AIFA_PRES-1249-2025; 25A05449","https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/1dcd6c1a-fc18-4340-917b-f61af11f8b18 | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-10-07&atto.codiceRedazionale=25A05449","2026-09-05","verified-from-source","Cnn: Determina n. 256/2024 del 9 luglio 2024, GU n.172 del 24-07-2024 (24A03775). Full text from TrovaNormeFarmaco PDF (TNF publication 2025-10-03; efficacia 2025-10-08); GU carries only the avviso. Domanda 31/1/2024; CSE 14-18/07/2025; CdA 17/09/2025. Innovatività 08/10/2025-07/10/2028 for both indications, innovative indication restricted to ages 12-35 (elenco AIFA). Validità 24 mesi. Eligible-patient number not stated."
"Casgevy","Italy","Italy","AIFA","SCD_VOC_12plus","Casgevy è indicato per il trattamento dell'anemia falciforme (sickle cell disease, SCD) severa in pazienti di età pari o superiore a 12 anni con crisi vaso-occlusive (VOC) ricorrenti, per i quali è appropriato il trapianto di cellule staminali ematopoietiche (HSC) e non è disponibile un donatore consanguineo di HSC con antigene leucocitario umano (HLA) compatibile.","2024-02-09","2024-07-24","2025-10-07","recommended-managed-access","managed-access-agreement","classe H; 'Farmaco soggetto a rimborsabilità condizionata come da accordo negoziale'; 'Clausola di salvaguardia, come da accordo negoziale'; sconto obbligatorio sul prezzo ex-factory; prodotti fuori specifica esclusi dal pagamento; registro AIFA","innovatività piena","1900000","EUR","ex-factory TrovaNormeFarmaco (prezzo al pubblico IVA inclusa EUR 3.135.783,95)","Scheda innovatività (CSE febbraio 2025): TDT: 'alla luce del fabbisogno terapeutico moderato, del valore terapeutico aggiunto importante e della qualità delle prove bassa dello studio registrativo, al medicinale viene riconosciuta l'innovatività.' Scheda notes for SCD: 'Il numero dei pazienti coinvolti e la breve durata di osservazione sono troppo limitati per determinare gli effetti a lungo termine su endpoint hard nella popolazione target'.","DET PRES/HTA 1249/2025 Classificazione di specialita medicinali ai sensi dell'art. 8, comma 10, della legge 24 dicembre 1993, n. 537 - CASGEVY (Avviso GU Serie Generale n.233 del 07-10-2025, 25A05449)","AIFA_PRES-1249-2025; 25A05449","https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/1dcd6c1a-fc18-4340-917b-f61af11f8b18 | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-10-07&atto.codiceRedazionale=25A05449","2026-09-05","verified-from-source","Cnn: Determina n. 256/2024 del 9 luglio 2024, GU n.172 del 24-07-2024 (24A03775). Full text from TrovaNormeFarmaco PDF (TNF publication 2025-10-03; efficacia 2025-10-08); GU carries only the avviso. Domanda 31/1/2024; CSE 14-18/07/2025; CdA 17/09/2025. Innovatività 08/10/2025-07/10/2028 for both indications, innovative indication restricted to ages 12-35 (elenco AIFA). Validità 24 mesi. Eligible-patient number not stated."
"Hemgenix","Italy","Italy","AIFA","HEMB_adult","Hemgenix è indicato per il trattamento dell'emofilia B (deficit congenito del fattore IX) severa e moderatamente severa in pazienti adulti senza storia di inibitori del fattore IX.","2023-02-20","2023-07-05","2025-09-03","recommended-managed-access","outcomes-based","classe H; 'MEA: Payment by results. Pay-back a carico dell'Azienda come da condizioni negoziali'; sconto obbligatorio sul prezzo ex-factory; registro AIFA","innovatività condizionata","2800000","EUR","ex-factory TrovaNormeFarmaco (prezzo al pubblico IVA inclusa EUR 4.621.120,00)","Scheda innovatività (CSE maggio 2025): 'alla luce del fabbisogno terapeutico scarso, del valore terapeutico aggiunto moderato e della qualità delle prove bassa dello studio pivotal, al medicinale viene riconosciuta l'innovatività condizionata.'","DET PRES/HTA 1113/2025 Classificazione di specialita medicinali ai sensi dell'art. 8, comma 10, della legge 24 dicembre 1993, n. 537 - HEMGENIX (Avviso GU Serie Generale n.204 del 03-09-2025, 25A04851)","AIFA_PRES-1113-2025; 25A04851","https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/2a1a8371-ee7e-4509-b7af-3edf78fd93b7 | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-09-03&atto.codiceRedazionale=25A04851","2026-09-05","verified-from-source","Cnn: Determina n. 82/2023, GU n.155 del 05-07-2023 (23A03763). Full text from TrovaNormeFarmaco PDF (TNF publication 2025-09-01; efficacia 2025-09-04). Domanda 10/02/2023; CTS 03-05/04/2023; CSE 19-23/05/2025 e 14-18/07/2025; CdA 29/07/2025. Innovatività condizionata 04/09/2025-03/09/2028 (elenco AIFA). Validità 24 mesi."
"Roctavian","Italy","Italy","AIFA","HEMA_adult","«Roctavian» e' indicato per il trattamento dell'emofilia A grave (deficit congenito di fattore VIII) in pazienti adulti senza anamnesi di inibitori del fattore VIII e senza anticorpi rilevabili anti-virus adeno-associato del sierotipo 5 (AAV5).","2022-08-24","","2024-01-22","recommended-restricted","confidential-discount","classe H; sconto obbligatorio sul prezzo ex factory; 'Clausola di salvaguarda come da condizioni negoziali'; registro AIFA istituito","innovatività condizionata","60781.25","EUR","ex-factory GU per flaconcino da 8 ml (prezzo al pubblico IVA inclusa EUR 100.313,38 per flaconcino; dose weight-based, multiple vials per patient)","Scheda innovatività (CTS febbraio 2023): 'In considerazione del: 1) bisogno terapeutico moderato 2) valore terapeutico aggiunto moderato 3) qualità delle evidenze bassa, può essere riconosciuta a Roctavian® nell'indicazione richiesta l'innovatività condizionata.'","Regime di rimborsabilita' e prezzo del medicinale per uso umano «Roctavian». (Determina n. 9/2024) - GU Serie Generale n.17 del 22-01-2024","24A00268","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2024-01-22&atto.codiceRedazionale=24A00268","2026-09-05","verified-from-source","No Cnn classification cited (AIC number attributed in this determina). Domanda 15 novembre 2022; CTS 3-4-5 aprile 2023; CPR 23-25 e 30 ottobre 2023; CdA 23 novembre 2023 asked for further CPR review; CPR 24 e 27-29 novembre 2023; CdA 20 dicembre 2023. Innovatività condizionata 23/01/2024-22/01/2027 (elenco AIFA). Validità 24 mesi."
"Kebilidi / Upstaza","Italy","Italy","AIFA","AADC","«Upstaza» e' indicato per il trattamento di pazienti di eta' pari o superiore a diciotto mesi con una diagnosi di deficit di decarbossilasi degli L-aminoacidi aromatici (AADC) confermata dal punto di vista clinico, molecolare e genetico e con fenotipo severo.","2022-07-18","","2023-12-04","recommended-restricted","confidential-discount","classe H; sconto obbligatorio sul prezzo ex factory; registro AIFA confermato","innovatività piena","3500000","EUR","ex-factory GU (prezzo al pubblico IVA inclusa EUR 5.776.444,11)","Scheda innovatività (CTS maggio 2023): 'In considerazione del: 1) bisogno terapeutico massimo 2) valore terapeutico aggiunto moderato 3) qualità delle prove bassa, può essere riconosciuta a Upstaza® nell'indicazione richiesta l'innovatività.'","Regime di rimborsabilita' e prezzo del medicinale per uso umano «Upstaza». (Determina n. 708/2023) - GU Serie Generale n.283 del 04-12-2023","23A06557","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2023-12-04&atto.codiceRedazionale=23A06557","2026-09-05","verified-from-source","No Cnn classification cited (AIC attributed in this determina). AIFA registry released on-line before reimbursement: Determina DG n. 120/2023 (GU n.112 del 15-05-2023, 23A02813), modified GU 02-08-2023 (23A04418). Domanda 17 novembre 2022; CTS 10-12 e 15 maggio 2023; CPR 18-20 e 25 settembre 2023; CdA 8 novembre 2023. Innovatività 05/12/2023-04/12/2026 (elenco AIFA). Validità 24 mesi."
"Lenmeldy / Libmeldy","Italy","Italy","AIFA","MLD_early","«Libmeldy» e' indicato per il trattamento della leucodistrofia metacromatica (MLD) caratterizzata da mutazioni bialleliche del gene arilsulfatasi A (ARSA) che comportano una riduzione dell'attivita' enzimatica di ARSA: nei bambini con forme infantili tardive o giovanili precoci, senza manifestazioni cliniche della malattia; nei bambini con la forma giovanile precoce, con manifestazioni cliniche precoci della malattia, che conservano la capacita' di camminare autonomamente e prima dell'inizio del declino cognitivo.","2020-12-17","2021-04-22","2022-04-07","recommended-restricted","confidential-discount","classe H; sconto obbligatorio sul prezzo ex factory; registro AIFA istituito; società rinuncia alla sospensione delle riduzioni di legge","innovatività piena","2875000","EUR","ex-factory GU (prezzo al pubblico IVA inclusa EUR 4.744.936,23)","Scheda innovatività (CTS febbraio 2021): 'In considerazione del: 1) bisogno terapeutico importante 2) valore terapeutico aggiunto importante 3) qualità delle evidenze molto bassa, può essere riconosciuta a Libmeldy® l'innovatività.'","Riclassificazione del medicinale per uso umano «Libmeldy», ai sensi dell'art. 8, comma 10, della legge 24 dicembre 1993, n. 537. (Determina n. 246/2022) - GU Serie Generale n.82 del 07-04-2022","22A02124","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2022-04-07&atto.codiceRedazionale=22A02124","2026-09-05","verified-from-source","Cnn: Determina n. 48/2021 del 15 aprile 2021, GU n.96 del 22-04-2021 (21A02354). Domanda 4 dicembre 2020; CTS 6-9 e 12 aprile 2021; CPR 15-17 dicembre 2021; CdA 24 febbraio 2022. Innovatività 08/04/2022-07/04/2025 (elenco AIFA). Validità 24 mesi."
"Lenmeldy / Libmeldy","Italy","Italy","AIFA","MLD_early","«Libmeldy» e' indicato per il trattamento della leucodistrofia metacromatica (MLD) caratterizzata da mutazioni bialleliche del gene arilsulfatasi A (ARSA) che comportano una riduzione dell'attivita' enzimatica di ARSA: nei bambini con forme infantili tardive o giovanili precoci, senza manifestazioni cliniche della malattia; nei bambini con la forma giovanile precoce, con manifestazioni cliniche precoci della malattia, che conservano la capacita' di camminare autonomamente e prima dell'inizio del declino cognitivo. (GMFC-MLD ≤ 1; QI ≥ 85)","2020-12-17","","2025-06-17","recommended-restricted","confidential-discount","Rinegoziazione: classe H; sconto obbligatorio; innovatività piena confermata fino all'8 aprile 2025; contratto novativo della Determina 246/2022","innovatività piena (confermata fino all'8 aprile 2025)","2875000","EUR","ex-factory TrovaNormeFarmaco (prezzo al pubblico IVA inclusa EUR 4.744.936,23)","","DET PRES/HTA 772/2025 Rinegoziazione di medicinali ai sensi dell'art. 8, comma 10, della legge 24 dicembre 1993, n. 537 - LIBMELDY (Avviso GU Serie Generale n.138 del 17-06-2025, 25A03427)","AIFA_PRES-772-2025; 25A03427","https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/8f094c47-3199-420b-b333-971fc940aef5 | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-06-17&atto.codiceRedazionale=25A03427","2026-09-05","verified-from-source","Renegotiation row. Full text from TrovaNormeFarmaco PDF (TNF publication 2025-06-10; efficacia 2025-06-18). Domanda 08/04/2024; CSE 18-22/11/2024; CdA 29/01/2025. Validità 24 mesi."
"Luxturna","Italy","Italy","AIFA","RPE65","«Luxturna» e' indicato per il trattamento dei pazienti adulti e pediatrici con perdita della vista dovuta a distrofia retinica ereditaria causata da mutazioni bialleliche confermate di RPE65 e che abbiano sufficienti cellule retiniche vitali.","2018-11-22","2019-08-02","2021-01-09","recommended-managed-access","price-volume","classe H; sconto obbligatorio sul prezzo ex-factory; 'tetto di spesa biennale complessivo sull'ex factory, al netto dello sconto negoziato, pari a euro 21,6Mln/ventiquattro mesi ... In caso di superamento ... la societa' e' chiamata al ripiano dello sfondamento attraverso payback'; registro AIFA","innovatività piena","360000","EUR","ex-factory GU (prezzo al pubblico IVA inclusa EUR 594.144,00)","Scheda innovatività (CTS 15-17 gennaio 2020): 'In considerazione del: 1) bisogno terapeutico massimo 2) valore terapeutico aggiunto importante 3) qualità delle evidenze bassa, può essere riconosciuta a Luxturna l'innovatività piena.'","Riclassificazione del medicinale per uso umano «Luxturna» ai sensi dell'art. 8, comma 10, della legge 24 dicembre 1993, n. 537. (Determina DG/1344/2020) - GU Serie Generale n.6 del 09-01-2021","20A07274","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2021-01-09&atto.codiceRedazionale=20A07274","2026-09-05","verified-from-source","Cnn: Determina n. 84805/2019 del 23 luglio 2019, GU n.180 del 02-08-2019 (19A04950); rettifica GU 18-09-2019 (19A05710). Domanda 23 dicembre 2018; CTS 3-5 aprile 2019 e 9-11 dicembre 2020; CPR 28-30 settembre - 1 ottobre 2020; CdA 11 novembre 2020. Spending cap EUR 21.6 M per 24 months. Validità 24 mesi."
