system,body,product_key,indication_key,decision_date,outcome,arrangement_type,uncertainty-durability,cost-effectiveness,budget-impact,comparator-or-evidence,price,population-or-restriction,capacity-or-delivery,none stated,stated_reasons_verbatim,source_url
Italy,AIFA,abecma,MM_4L,2023-08-19,not-recommended,none,False,False,False,False,False,False,False,True,,https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2023-08-19&atto.codiceRedazionale=23A04554
Italy,AIFA,abecma,MM_4L,2024-02-08,recommended-restricted,confidential-discount,False,False,False,False,True,False,False,False,Scheda innovatività (CTS novembre 2023): 'Si ritiene che ad Abecma possa essere riconosciuta l'innovatività condizionata in questa indicazione in considerazione del 1) bisogno terapeutico moderato 2) valore terapeutico aggiunto moderato 3) qualità delle evidenze bassa.',https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2024-02-08&atto.codiceRedazionale=24A00637
Italy,AIFA,abecma,MM_3L,2026-05-20,recommended-restricted,confidential-discount,False,False,False,False,False,False,False,True,"Scheda innovatività ABECMA_19567: 'Si ritiene che ad Abecma possa essere riconosciuta l'innovatività in questa indicazione in considerazione del bisogno terapeutico moderato, vantaggio terapeutico aggiunto moderato, qualità delle evidenze bassa. (malattia rara)'",https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/e053daa1-6624-4e63-a772-36d4cc86a888 | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2026-05-20&atto.codiceRedazionale=26A02520
Italy,AIFA,breyanzi,LBCL_3L,2024-02-08,recommended-restricted,confidential-discount,False,False,False,False,True,False,False,False,Scheda innovatività (CTS ottobre 2022): 'Si può attribuire una innovatività di classe a lisocabtagene maraleucel per l'indicazione ... in considerazione del 1) bisogno terapeutico moderato 2) valore terapeutico aggiunto importante 3) qualità delle evidenze bassa. Il farmaco presenta le caratteristiche che hanno consentito di riconoscere l'innovativita' al primo farmaco della classe in questa indicazione (axicabtagene ciloleucel). ... tale riconoscimento risulta valido fino alla scadenza dell'innovatività del primo farmaco della classe.',https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2024-02-08&atto.codiceRedazionale=24A00638
Italy,AIFA,breyanzi,LBCL_2L,2025-12-15,recommended-restricted,confidential-discount,False,False,False,False,True,False,False,False,Scheda innovatività (CSE dicembre 2024): 'Si può attribuire una innovatività di classe a lisocabtagene maraleucel per l'indicazione in domanda in considerazione del 1) bisogno terapeutico moderato 2) valore terapeutico aggiunto importante 3) qualità delle evidenze moderata. ... tale riconoscimento risulta valido fino alla scadenza dell'innovatività del primo farmaco della classe.',https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/9a2189a6-8eaf-4c35-9e2f-86ecbae750c8 | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-12-15&atto.codiceRedazionale=25A06661
Italy,AIFA,carvykti,MM_4L,2025-03-24,terminated-or-withdrawn,none,False,False,False,False,True,False,False,False,,https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-03-24&atto.codiceRedazionale=25A01768
Italy,AIFA,carvykti,MM_2L,2026-04-03,recommended-restricted,confidential-discount,False,False,False,False,True,False,False,False,Scheda innovatività v2.0: 'Si ritiene che a Carvykti possa essere riconosciuta l'innovatività in questa indicazione in considerazione del 1) bisogno terapeutico moderato 2) valore terapeutico aggiunto importante 3) qualità delle evidenze moderata.',https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/a843b75f-3de6-4520-9580-d4e45c9493ea | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2026-04-03&atto.codiceRedazionale=26A01675
Italy,AIFA,casgevy,TDT_12plus,2025-10-07,recommended-managed-access,managed-access-agreement,False,False,False,False,True,True,False,False,"Scheda innovatività (CSE febbraio 2025): TDT: 'alla luce del fabbisogno terapeutico moderato, del valore terapeutico aggiunto importante e della qualità delle prove bassa dello studio registrativo, al medicinale viene riconosciuta l'innovatività.' Scheda notes for SCD: 'Il numero dei pazienti coinvolti e la breve durata di osservazione sono troppo limitati per determinare gli effetti a lungo termine su endpoint hard nella popolazione target'.",https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/1dcd6c1a-fc18-4340-917b-f61af11f8b18 | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-10-07&atto.codiceRedazionale=25A05449
Italy,AIFA,casgevy,SCD_VOC_12plus,2025-10-07,recommended-managed-access,managed-access-agreement,False,False,False,False,True,True,False,False,"Scheda innovatività (CSE febbraio 2025): TDT: 'alla luce del fabbisogno terapeutico moderato, del valore terapeutico aggiunto importante e della qualità delle prove bassa dello studio registrativo, al medicinale viene riconosciuta l'innovatività.' Scheda notes for SCD: 'Il numero dei pazienti coinvolti e la breve durata di osservazione sono troppo limitati per determinare gli effetti a lungo termine su endpoint hard nella popolazione target'.",https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/1dcd6c1a-fc18-4340-917b-f61af11f8b18 | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-10-07&atto.codiceRedazionale=25A05449
Italy,AIFA,hemgenix,HEMB_adult,2025-09-03,recommended-managed-access,outcomes-based,False,False,False,False,True,False,False,False,"Scheda innovatività (CSE maggio 2025): 'alla luce del fabbisogno terapeutico scarso, del valore terapeutico aggiunto moderato e della qualità delle prove bassa dello studio pivotal, al medicinale viene riconosciuta l'innovatività condizionata.'",https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/2a1a8371-ee7e-4509-b7af-3edf78fd93b7 | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-09-03&atto.codiceRedazionale=25A04851
Italy,AIFA,roctavian,HEMA_adult,2024-01-22,recommended-restricted,confidential-discount,False,False,False,False,True,False,False,False,"Scheda innovatività (CTS febbraio 2023): 'In considerazione del: 1) bisogno terapeutico moderato 2) valore terapeutico aggiunto moderato 3) qualità delle evidenze bassa, può essere riconosciuta a Roctavian® nell'indicazione richiesta l'innovatività condizionata.'",https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2024-01-22&atto.codiceRedazionale=24A00268
Italy,AIFA,kebilidi,AADC,2023-12-04,recommended-restricted,confidential-discount,False,False,False,False,True,False,False,False,"Scheda innovatività (CTS maggio 2023): 'In considerazione del: 1) bisogno terapeutico massimo 2) valore terapeutico aggiunto moderato 3) qualità delle prove bassa, può essere riconosciuta a Upstaza® nell'indicazione richiesta l'innovatività.'",https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2023-12-04&atto.codiceRedazionale=23A06557
Italy,AIFA,lenmeldy,MLD_early,2022-04-07,recommended-restricted,confidential-discount,False,False,False,False,True,False,False,False,"Scheda innovatività (CTS febbraio 2021): 'In considerazione del: 1) bisogno terapeutico importante 2) valore terapeutico aggiunto importante 3) qualità delle evidenze molto bassa, può essere riconosciuta a Libmeldy® l'innovatività.'",https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2022-04-07&atto.codiceRedazionale=22A02124
Italy,AIFA,lenmeldy,MLD_early,2025-06-17,recommended-restricted,confidential-discount,False,False,False,False,True,False,False,False,,https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/8f094c47-3199-420b-b333-971fc940aef5 | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-06-17&atto.codiceRedazionale=25A03427
Italy,AIFA,luxturna,RPE65,2021-01-09,recommended-managed-access,price-volume,False,False,True,False,True,False,False,False,"Scheda innovatività (CTS 15-17 gennaio 2020): 'In considerazione del: 1) bisogno terapeutico massimo 2) valore terapeutico aggiunto importante 3) qualità delle evidenze bassa, può essere riconosciuta a Luxturna l'innovatività piena.'",https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2021-01-09&atto.codiceRedazionale=20A07274
Italy,AIFA,zolgensma,SMA_type1,2021-03-13,recommended-managed-access,outcomes-based,False,False,False,False,True,False,False,False,"Determina: 'viene riconosciuta l'innovativita' per dodici mesi, rinnovabile previo nuovo parere ... fino all'estensione massima di trentasei mesi'. Scheda di conferma (CTS aprile 2022): 'In considerazione di un: 1) bisogno terapeutico moderato, di un 2) valore terapeutico aggiunto importante, pur a fronte di una qualità delle prove bassa per via del disegno degli studi (pur giustificabile in una patologia ultrarara con un'aspettativa di vita ≤ 2 anni di età se non trattata), può essere confermata a Zolgensma® (farmaco orfano) nell'indicazione richiesta l'innovatività.'",https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2021-03-13&atto.codiceRedazionale=21A01554
Italy,AIFA,zolgensma,SMA_type1;SMA_presymptomatic_3SMN2,2024-03-16,recommended-restricted,confidential-discount,False,False,False,False,True,True,False,False,"Scheda di conferma (CTS giugno 2023): 'In considerazione di un: 1) bisogno terapeutico moderato, di un 2) valore terapeutico aggiunto importante, e della 3) qualità delle prove bassa, può essere confermata, per l'ultima volta, a Zolgensma® nell'indicazione richiesta l'innovatività per 12 mesi.'",https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2024-03-16&atto.codiceRedazionale=24A01361
Italy,AIFA,strimvelis,ADA_SCID,2016-08-01,recommended-managed-access,outcomes-based,True,False,False,True,False,False,False,False,"Determina: 'Attribuzione del requisito dell'innovazione terapeutica, da cui consegue: la non applicazione delle riduzioni di legge ...; l'inserimento nel fondo per i farmaci innovativi ...' (pre-2017 innovativeness regime; no GRADE scheda published)",https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2016-08-01&atto.codiceRedazionale=16A05546
Italy,AIFA,zalmoxis,haploHSCT_adjunct,2018-02-14,recommended-managed-access,other,False,False,False,True,False,False,False,False,"Scheda innovatività (CTS settembre 2017): 'L'innovatività non può essere attribuita a Zalmoxis, in considerazione: 1) di un bisogno terapeutico giudicato moderato ... 2) di un valore terapeutico aggiunto giudicato moderato in quanto il beneficio clinico nello studio registrativo TK007 è dimostrato primariamente su esiti surrogati ... 3) di una qualità delle prove giudicata molto bassa, in quanto è disponibile un unico studio (TK007) non randomizzato'",https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2018-02-14&atto.codiceRedazionale=18A00972
Italy,AIFA,alofisel,CD_perianal_fistula,2018-10-08,not-recommended,none,False,False,False,False,True,False,False,False,"Scheda innovatività (CTS aprile 2019): 'In considerazione di un bisogno terapeutico moderato, di un valore terapeutico aggiunto scarso e di una qualità delle prove bassa, il farmaco non può essere considerato innovativo.'",https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2018-10-08&atto.codiceRedazionale=18A06269
Italy,AIFA,ebvallo,EBV_PTLD_2L,2025-03-13,recommended-managed-access,managed-access-agreement,False,False,False,False,True,False,False,False,"Scheda innovatività (CTS 6-8 settembre 2023): 'Considerati i dati portati a supporto della richiesta di innovatività e la rarità della patologia in esame, si ritiene che ad Ebvallo non possa essere riconosciuta l'innovatività in questa indicazione, in considerazione del 1) bisogno terapeutico massimo 2) valore terapeutico aggiunto non valutabile 3) qualità delle prove bassa'",https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-03-13&atto.codiceRedazionale=25A01601
Australia,TGA,kymriah,ALL_ped,2018-12-13,recommended,none,False,False,False,False,False,False,False,True,,https://www.tga.gov.au/resources/prescription-medicines-registrations/kymriah-novartis-pharmaceuticals-australia-pty-ltd
Australia,TGA,kymriah,LBCL_3L,2018-12-13,recommended,none,False,False,False,False,False,False,False,True,,https://www.tga.gov.au/resources/prescription-medicines-registrations/kymriah-novartis-pharmaceuticals-australia-pty-ltd
Australia,MSAC,kymriah,LBCL_3L,2018-11-22,not-recommended,none,False,True,False,False,True,True,False,False,"did not support public funding for TIS for adults with confirmed relapsed/refractory DLBCL. For both conditions, MSAC recognised the large unmet clinical need and the preliminary supportive evidence of a clinically important treatment effect, but the incremental cost- effectiveness ratio (ICER) was both unacceptably high and underestimated. For DLBCL, the definition of the appropriate eligible population needed to be redefined, as well as amendments made to the economic evaluation and a reduced price for TIS ascertained at which it is acceptably cost-effective.",https://www.msac.gov.au/sites/default/files/documents/1519-Final%20PSD-April%202019_redacted.pdf
Australia,MSAC,kymriah,ALL_ped,2019-04-09,recommended-restricted,outcomes-based,True,False,True,True,True,True,False,False,"The MSAC reviewed the risk share arrangement in an out-of-session MSAC reconsideration. The MSAC supported the negotiated risk share arrangement, considering it appropriately managed the clinical, economic and financial uncertainty existing in the March 2019 application funding proposal and recommended the public funding of TIS for treatment of ALL in children and young adults up to 25 years old. The MSAC considered the following negotiated risk share agreement between the applicant and the Department for an initial 2 years of public funding, would appropriately manage the uncertainty existing in the applicant's March 2019 funding proposal: a pay only on successful infusion arrangement; Redacted; treatment to be limited to a single dose of TIS, as there is no evidence currently available informing the effectiveness or safety of multiple doses; and a full review of clinical effectiveness, cost- effectiveness and budget impact will be conducted by the MSAC no later than 2 years post the commencement of public subsidy.",https://www.msac.gov.au/sites/default/files/documents/1519-Final%20PSD-April%202019_redacted.pdf
Australia,Funding,kymriah,ALL_ped,2019-07-31,recommended-restricted,outcomes-based,False,False,False,False,False,False,False,True,"Public subsidy for tisagenlecleucel (TIS) to treat paediatric and young adult patients up to 25 years of age with B-cell precursor acute lymphoblastic leukaemia (pALL) that is refractory, in relapse post-transplant, or in second or later relapse, through the National Health Reform Agreements (NHRA) commenced on 31 July 2019.",https://www.msac.gov.au/sites/default/files/documents/1748%20Final%20PSD%20-%20July%202023%20(redacted).pdf
Australia,MSAC,kymriah,LBCL_3L,2019-11-28,recommended-restricted,outcomes-based,False,True,False,False,True,False,False,False,"After considering the strength of the available evidence in relation to comparative safety, clinical effectiveness and cost-effectiveness, MSAC supported the public funding of tisagenlecleucel (TIS) for certain patients with CD19-positive Diffuse Large B Cell Lymphoma (DLBCL), Primary Mediastinal B Cell Lymphoma (PMBCL) and Transformed Follicular Lymphoma (TFL). The MSAC recommendation for public funding was based on, among other matters, its assessment that the cost-effectiveness of TIS, although high, would be acceptable if the redacted price is no higher than that proposed in the submission, and if the following measures were implemented to contain the risks associated with public funding: treatment must be delivered by a haematologist working in a multi-disciplinary team specialising in the provision of CAR-T cell therapy; treatment must be delivered in a tertiary public hospital with appropriate credentials; governance and prescribing rules to ensure treatment is directed to patients most likely to benefit; no payment for TIS for an unsuccessful infusion; no payment for TIS if a patient is apheresed but does not receive the infusion of engineered lymphocytes; a limit to one successful CAR-T infusion per lifetime; data on the use of TIS for B cell lymphoma's in Australia should be recorded by the Australian Bone Marrow Transplant Recipient Registry.",https://www.msac.gov.au/sites/default/files/documents/1519.1%20Final%20updated%20PSD%20Nov%2019_redacted.pdf
Australia,MSAC,kymriah,LBCL_3L,2020-11-26,not-recommended,none,False,False,False,False,False,True,False,False,"MSAC did not support amending the eligibility criteria for tisagenlecleucel (TIS) (Kymriah) for the treatment of relapsed or refractory diffuse large B-cell lymphoma (DLBCL) by removing the requirement for patients to test positive for CD-19 expression on their B-cells. MSAC considered that since tisagenlecleucel is a cell-based therapy specifically targeting CD-19 expression, and since there is no minimum threshold set for CD-19 positivity, the argument for removing the requirement was not adequately supported.",https://www.msac.gov.au/sites/default/files/documents/1653%20Final%20PSD_Nov2020_redacted.pdf
Australia,MSAC,kymriah,LBCL_3L,2021-07-29,recommended,outcomes-based,False,False,False,True,False,True,False,False,MSAC supported the minor changes to the eligibility criteria for tisagenlecleucel (as proposed in the Pre-MSAC response) regarding certain patients with transformed follicular lymphoma (TFL) and certain patients with grade 3B follicular lymphoma (FL). MSAC considered there would be a very small number of additional patients that would be eligible and there was support for these changes from the National CAR-T Patient Prioritisation Committee and from the States and Territories.,https://www.msac.gov.au/sites/default/files/documents/1676%20Final%20PSD%20-%20July%202021_redacted.pdf
Australia,MSAC,kymriah,ALL_ped,2023-07-27,recommended-restricted,outcomes-based,True,False,True,False,True,True,False,False,"After reviewing updated evidence from clinical studies, Australian data from the Australian Bone Marrow Transplant Recipient Registry (ABMTRR) and utilisation data supplied by the States and Territories, MSAC considered that the available evidence did not fully address the clinical, economic and financial uncertainties which existed when it initially supported public funding. The review did not adequately address MSAC's previous concerns regarding the uncertainty of clinical outcomes beyond 12 months for TIS for pALL. MSAC considered that for most patients, TIS is likely used as a bridging therapy to aHSCT or aHSCT is being used to treat relapse post-TIS. Data from the States and Territories showed the true total cost of providing treatment with TIS was substantially higher than expected and that although significantly fewer patients than expected used TIS, the estimated budget impact was similar to that presented in the initial application for this reason. Therefore, MSAC advised a further review should be conducted in 3 years with the need for ongoing data collection. MSAC requested the Department negotiate based on TIS being a bridging treatment rather than a curative treatment.",https://www.msac.gov.au/sites/default/files/documents/1748%20Final%20PSD%20-%20July%202023%20(redacted).pdf
Australia,TGA,yescarta,LBCL_3L,2020-02-11,recommended,none,False,False,False,False,False,False,False,True,,https://www.msac.gov.au/sites/default/files/2024-10/1771_final_psd_-_aug2024_-_redacted.pdf
Australia,TGA,yescarta,LBCL_2L,2022-12,recommended,none,False,False,False,False,False,False,False,True,,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=400895&agid=(PrintDetailsPublic)&actionid=1
Australia,TGA,yescarta,FL_3L,2022-12-12,recommended,none,False,False,False,False,False,False,False,True,,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=400895&agid=(PrintDetailsPublic)&actionid=1
Australia,MSAC,yescarta,LBCL_3L,2020-01-16,recommended-restricted,outcomes-based,False,False,False,False,True,False,False,False,"Following the MSAC's November 2019 decision to defer providing advice to the Minister for Health on the public funding of AXI for DLBCL, TFL and PMBCL, the Therapeutics Goods Administration (TGA) Clinical Evaluation Report and Delegate's Summary became available. The TGA delegate has indicated (s)he is minded to approve AXI for registration for the same indications for which public funding has been sought. On receipt of this advice from the TGA, the MSAC confirmed its support for the public funding of AXI out-of-session on 16 January 2020, without making any changes to the other parts of its advice to the Minister from November 2019.",https://www.msac.gov.au/sites/default/files/documents/1587%20Final%20PSD%20Nov%2019_redacted.pdf
Australia,MSAC,yescarta,LBCL_2L,2023-03-30,not-recommended,none,True,True,False,False,False,True,False,False,"MSAC did not support public funding of axicabtagene ciloleucel (AXI) for the treatment of relapsed or refractory large B-cell lymphoma (LBCL) in the second-line (2L) setting. MSAC recognised the clinical need for the proposed treatment in this population. MSAC considered that from the evidence presented for evaluation, it was uncertain whether AXI demonstrated durable survival outcomes relative to standard of care, and that AXI had an inferior safety profile. MSAC was also concerned with the use of event-free survival (EFS) as a primary endpoint, which was likely to be biased in favour of the AXI arm, and that the trial did not adequately capture the difference between AXI in the 2L vs 3L setting, which had flow on effects to the economic model. MSAC also considered that the incremental cost-effectiveness ratio (ICER) was highly uncertain and was underestimated due to the optimistic extrapolation of survival favouring AXI.",https://www.msac.gov.au/sites/default/files/documents/1722%20Final%20PSD%20-%20Mar%202023%20(redacted)_Updated.pdf
Australia,MSAC,yescarta,LBCL_2L,2024-04-04,recommended-restricted,outcomes-based,True,True,False,False,True,True,False,False,"MSAC supported the public funding of axicabtagene ciloleucel (AXI) through the NHRA for the treatment of R/R LBCL in the 2L setting. MSAC recognised the clinical need for the proposed treatment in this population. MSAC noted that the updated clinical data demonstrated a statistically significant overall survival (OS) benefit of AXI relative to the standard of care over a longer follow up period, which MSAC considered supported the clinical claim of superior effectiveness. MSAC noted the proposed price for treatment with AXI in the 2L setting was higher than the average price previously supported by MSAC for AXI in the 3L setting. MSAC also noted that the application proposed increasing the annual patient cap for AXI but that the current utilisation of AXI is below the current annual patient cap for the 3L setting. Therefore, MSAC support for public funding of AXI in 2L setting was contingent on a risk sharing arrangement.",https://www.msac.gov.au/sites/default/files/documents/1722.1%20Final%20PSD%20-%20April2024%20(redacted).pdf
Australia,MSAC,yescarta,FL_3L,2024-08-01,not-recommended,none,True,True,False,False,True,True,False,False,"MSAC did not support public funding of axicabtagene ciloleucel (AXI) through the National Health Reform Agreement (NHRA) for the treatment of relapsed or refractory (r/r) follicular lymphoma (FL) after two or more lines of systemic therapy. MSAC acknowledged the clinical need for new therapies for this patient population, and considered that AXI appeared to offer clinical benefit, particularly in progression free survival. However, MSAC noted that due to the low certainty of evidence, the magnitude of benefit was highly uncertain. MSAC considered that AXI had an inferior safety profile compared to the current standard of care. MSAC considered the cost-effectiveness of AXI was highly uncertain, due to low certainty in comparative evidence, uncertain real-world costs and the unsubstantiated cure assumption used in the economic model. MSAC noted the proposed price of AXI had not been adequately justified and considered a price reduction along with a risk sharing arrangement would be required for any future re-application.",https://www.msac.gov.au/sites/default/files/2024-10/1771_final_psd_-_aug2024_-_redacted.pdf
